Date,Open,High,Low,Close,Adj Close,Volume
2016-12-19,28.950001,29.344999,28.937500,29.160000,27.447779,111117600
2016-12-20,29.184999,29.375000,29.170000,29.237499,27.520723,85700000
2016-12-21,29.200001,29.350000,29.195000,29.264999,27.546610,95132800
2016-12-22,29.087500,29.127501,28.910000,29.072500,27.365416,104343600
2016-12-23,28.897499,29.129999,28.897499,29.129999,27.419537,56998000
2016-12-27,29.129999,29.450001,29.122499,29.315001,27.593679,73187600
2016-12-28,29.379999,29.504999,29.049999,29.190001,27.476023,83623600
2016-12-29,29.112499,29.277500,29.100000,29.182501,27.468956,60158000
2016-12-30,29.162500,29.299999,28.857500,28.955000,27.254812,122345200
2017-01-03,28.950001,29.082500,28.690001,29.037500,27.332470,115127600
2017-01-04,28.962500,29.127501,28.937500,29.004999,27.301878,84472400
2017-01-05,28.980000,29.215000,28.952499,29.152500,27.440722,88774400
2017-01-06,29.195000,29.540001,29.117500,29.477501,27.746634,127007600
2017-01-09,29.487499,29.857500,29.485001,29.747499,28.000776,134247600
2017-01-10,29.692499,29.844999,29.575001,29.777500,28.029016,97848400
2017-01-11,29.684999,29.982500,29.650000,29.937500,28.179625,110354400
2017-01-12,29.725000,29.825001,29.552500,29.812500,28.061966,108344800
2017-01-13,29.777500,29.905001,29.702499,29.760000,28.012545,104447600
2017-01-17,29.584999,30.059999,29.555000,30.000000,28.238455,137759200
2017-01-18,30.000000,30.125000,29.927500,29.997499,28.236097,94852000
2017-01-19,29.850000,30.022499,29.842501,29.945000,28.186684,102389200
2017-01-20,30.112499,30.112499,29.932501,30.000000,28.238455,130391600
2017-01-23,30.000000,30.202499,29.942499,30.020000,28.257282,88200800
2017-01-24,29.887501,30.025000,29.875000,29.992500,28.231394,92844000
2017-01-25,30.105000,30.525000,30.070000,30.469999,28.680855,129510400
2017-01-26,30.417500,30.610001,30.400000,30.485001,28.694979,105350400
2017-01-27,30.535000,30.587500,30.400000,30.487499,28.697329,82251600
2017-01-30,30.232500,30.407499,30.165001,30.407499,28.622026,121510000
2017-01-31,30.287500,30.347500,30.155001,30.337500,28.556137,196804000
2017-02-01,31.757500,32.622501,31.752501,32.187500,30.297516,447940000
2017-02-02,31.995001,32.347500,31.945000,32.132500,30.245735,134841600
2017-02-03,32.077499,32.297501,32.040001,32.270000,30.375162,98029200
2017-02-06,32.282501,32.625000,32.224998,32.572498,30.659903,107383600
2017-02-07,32.634998,33.022499,32.612499,32.882500,30.951698,152735200
2017-02-08,32.837502,33.055000,32.805000,33.009998,31.071716,92016400
2017-02-09,32.912498,33.112499,32.779999,33.105000,31.296238,113399600
2017-02-10,33.115002,33.235001,33.012501,33.029999,31.225328,80262000
2017-02-13,33.270000,33.455002,33.187500,33.322498,31.501856,92141600
2017-02-14,33.367500,33.772499,33.312500,33.755001,31.910709,132904800
2017-02-15,33.880001,34.067501,33.654999,33.877499,32.026527,142492400
2017-02-16,33.917500,33.974998,33.709999,33.837502,31.988722,90338400
2017-02-17,33.775002,33.957500,33.775002,33.930000,32.076168,88792800
2017-02-21,34.057499,34.187500,33.994999,34.174999,32.307770,98028800
2017-02-22,34.107498,34.279999,34.027500,34.277500,32.404678,83347600
2017-02-23,34.345001,34.369999,34.075001,34.132500,32.267605,83152800
2017-02-24,33.977501,34.165001,33.820000,34.165001,32.298321,87106400
2017-02-27,34.285000,34.360001,34.070000,34.232498,32.362129,81029600
2017-02-28,34.270000,34.360001,34.174999,34.247501,32.376316,93931600
2017-03-01,34.472500,35.037498,34.400002,34.947498,33.038063,145658400
2017-03-02,35.000000,35.070000,34.689999,34.740002,32.841908,104844000
2017-03-03,34.695000,34.957500,34.647499,34.945000,33.035706,84432400
2017-03-06,34.842499,34.942501,34.650002,34.834999,32.931725,87000000
2017-03-07,34.764999,34.994999,34.697498,34.880001,32.974266,69785200
2017-03-08,34.737499,34.950001,34.705002,34.750000,32.851353,74828800
2017-03-09,34.685001,34.697498,34.262501,34.669998,32.775723,88623600
2017-03-10,34.812500,34.840000,34.660000,34.785000,32.884441,78451200
2017-03-13,34.712502,34.857498,34.705002,34.799999,32.898632,69686800
2017-03-14,34.825001,34.912498,34.709999,34.747501,32.848999,61236400
2017-03-15,34.852501,35.187500,34.757500,35.115002,33.196415,102767200
2017-03-16,35.180000,35.255001,35.064999,35.172501,33.250778,76928000
2017-03-17,35.250000,35.250000,34.972500,34.997501,33.085331,175540000
2017-03-20,35.099998,35.375000,35.057499,35.365002,33.432762,86168000
2017-03-21,35.527500,35.700001,34.932499,34.959999,33.049889,158119600
2017-03-22,34.962502,35.400002,34.939999,35.355000,33.423313,103440800
2017-03-23,35.314999,35.395000,35.152500,35.230000,33.305130,81385200
2017-03-24,35.375000,35.435001,35.087502,35.160000,33.238949,89582400
2017-03-27,34.847500,35.305000,34.654999,35.220001,33.295677,94300400
2017-03-28,35.227501,36.009998,35.154999,35.950001,33.985790,133499200
2017-03-29,35.919998,36.122501,35.797501,36.029999,34.061420,116760000
2017-03-30,36.047501,36.125000,35.875000,35.982498,34.016514,84829200
2017-03-31,35.930000,36.067501,35.752499,35.915001,33.952709,78646800
2017-04-03,35.927502,36.029999,35.762501,35.924999,33.962154,79942800
2017-04-04,35.812500,36.222500,35.792500,36.192501,34.215042,79565600
2017-04-05,36.055000,36.365002,35.952499,36.005001,34.037788,110871600
2017-04-06,36.072498,36.130001,35.862499,35.915001,33.952709,84596000
2017-04-07,35.932499,36.044998,35.817501,35.834999,33.877075,66688800
2017-04-10,35.900002,35.970001,35.724998,35.792500,33.836906,75733600
2017-04-11,35.735001,35.837502,35.014999,35.407501,33.472939,121517600
2017-04-12,35.400002,35.537498,35.252499,35.450001,33.513103,81400000
2017-04-13,35.477501,35.595001,35.262501,35.262501,33.335861,71291600
2017-04-17,35.369999,35.470001,35.217499,35.457500,33.520195,66328400
2017-04-18,35.352501,35.509998,35.277500,35.299999,33.371315,58790000
2017-04-19,35.470001,35.500000,35.112499,35.169998,33.248421,69313600
2017-04-20,35.305000,35.730000,35.290001,35.610001,33.664364,93278400
2017-04-21,35.610001,35.669998,35.462502,35.567501,33.624187,69283600
2017-04-24,35.875000,35.987499,35.794998,35.910000,33.947971,68537200
2017-04-25,35.977501,36.224998,35.967499,36.132500,34.158314,75486000
2017-04-26,36.117500,36.150002,35.845001,35.919998,33.957428,80164800
2017-04-27,35.980000,36.040001,35.827499,35.947498,33.983425,56985200
2017-04-28,36.022499,36.075001,35.817501,35.912498,33.950348,83441600
2017-05-01,36.275002,36.799999,36.240002,36.645000,34.642818,134411600
2017-05-02,36.884998,37.022499,36.709999,36.877499,34.862614,181408800
2017-05-03,36.397499,36.872501,36.067501,36.764999,34.756271,182788000
2017-05-04,36.630001,36.785000,36.452499,36.632500,34.631008,93487600
2017-05-05,36.689999,37.244999,36.689999,37.240002,35.205311,109310800
2017-05-08,37.257500,38.424999,37.257500,38.252499,36.162487,195009600
2017-05-09,38.467499,38.720001,38.362499,38.497501,36.394104,156521600
2017-05-10,38.407501,38.485001,38.027500,38.314999,36.221573,103222800
2017-05-11,38.112499,38.517502,38.077499,38.487499,36.534832,109020400
2017-05-12,38.674999,39.105000,38.667500,39.025002,37.045063,130108000
2017-05-15,39.002499,39.162498,38.762501,38.924999,36.950142,104038800
2017-05-16,38.985001,39.014999,38.680000,38.867500,36.895554,80194000
2017-05-17,38.400002,38.642502,37.427502,37.562500,35.656761,203070800
2017-05-18,37.817501,38.334999,37.782501,38.134998,36.200211,134272800
2017-05-19,38.345001,38.494999,38.157501,38.264999,36.323627,107843200
2017-05-22,38.500000,38.645000,38.227501,38.497501,36.544327,91865600
2017-05-23,38.724998,38.724998,38.327499,38.450001,36.499241,79675600
2017-05-24,38.459999,38.542500,38.167500,38.334999,36.390076,76712000
2017-05-25,38.432499,38.587502,38.257500,38.467499,36.515846,76942400
2017-05-26,38.500000,38.560001,38.327499,38.402500,36.454147,87710400
2017-05-30,38.355000,38.607498,38.332500,38.417500,36.468391,80507600
2017-05-31,38.492500,38.542500,38.095001,38.189999,36.252422,97804800
2017-06-01,38.292500,38.332500,38.055000,38.294998,36.352100,65616400
2017-06-02,38.395000,38.862499,38.222500,38.862499,36.890804,111082800
2017-06-05,38.584999,38.612499,38.365002,38.482498,36.530083,101326800
2017-06-06,38.474998,38.952499,38.445000,38.612499,36.653492,106499600
2017-06-07,38.755001,38.994999,38.619999,38.842499,36.871819,84278400
2017-06-08,38.812500,38.884998,38.599998,38.747501,36.781643,85003200
2017-06-09,38.797501,38.797501,36.505001,37.244999,35.355370,259530800
2017-06-12,36.435001,36.522499,35.627499,36.355000,34.510529,289229200
2017-06-13,36.790001,36.862499,36.287498,36.647499,34.788185,136661600
2017-06-14,36.875000,36.875000,35.959999,36.290001,34.448822,126124800
2017-06-15,35.830002,36.119999,35.552502,36.072498,34.242359,128661600
2017-06-16,35.945000,36.125000,35.549999,35.567501,33.762978,201444400
2017-06-19,35.915001,36.685001,35.915001,36.584999,34.728851,130165600
2017-06-20,36.717499,36.717499,36.235001,36.252499,34.413223,99600400
2017-06-21,36.380001,36.517502,36.152500,36.467499,34.617310,85063200
2017-06-22,36.442501,36.674999,36.279999,36.407501,34.560368,76425200
2017-06-23,36.282501,36.790001,36.277500,36.570000,34.714622,141757600
2017-06-26,36.792500,37.070000,36.345001,36.455002,34.605453,102769600
2017-06-27,36.252499,36.540001,35.904999,35.932499,34.109451,99047600
2017-06-28,36.122501,36.527500,35.790001,36.457500,34.607826,88329600
2017-06-29,36.177502,36.282501,35.570000,35.919998,34.097588,125997600
2017-06-30,36.112499,36.240002,35.945000,36.005001,34.178291,92096400
2017-07-03,36.220001,36.325001,35.775002,35.875000,34.054878,57111200
2017-07-05,35.922501,36.197498,35.680000,36.022499,34.194889,86278400
2017-07-06,35.755001,35.875000,35.602501,35.682499,33.872147,96515200
2017-07-07,35.724998,36.187500,35.724998,36.044998,34.216263,76806800
2017-07-10,36.027500,36.487499,35.842499,36.264999,34.425091,84362400
2017-07-11,36.182499,36.462502,36.095001,36.382500,34.536625,79127200
2017-07-12,36.467499,36.544998,36.205002,36.435001,34.586472,99538000
2017-07-13,36.375000,37.122501,36.360001,36.942501,35.068218,100797600
2017-07-14,36.992500,37.332500,36.832500,37.259998,35.369610,80528400
2017-07-17,37.205002,37.724998,37.142502,37.389999,35.493015,95174000
2017-07-18,37.299999,37.532501,37.167500,37.520000,35.616417,71475200
2017-07-19,37.619999,37.855000,37.487499,37.755001,35.839500,83692000
2017-07-20,37.875000,37.935001,37.547501,37.584999,35.678123,68974800
2017-07-21,37.497501,37.610001,37.220001,37.567501,35.661503,105010400
2017-07-24,37.645000,38.110001,37.474998,38.022499,36.093422,85972800
2017-07-25,37.950001,38.459999,37.950001,38.185001,36.247684,75415600
2017-07-26,38.337502,38.482498,38.264999,38.365002,36.418556,63124000
2017-07-27,38.437500,38.497501,36.825001,37.639999,35.730331,129905200
2017-07-28,37.472500,37.557499,37.297501,37.375000,35.478771,68854800
2017-07-31,37.474998,37.582500,37.032501,37.182499,35.296040,79383600
2017-08-01,37.275002,37.555000,37.102501,37.512501,35.609303,141474400
2017-08-02,39.820000,39.937500,39.040001,39.285000,37.291866,279747200
2017-08-03,39.262501,39.302502,38.755001,38.892502,36.919285,108389200
2017-08-04,39.017502,39.349998,38.922501,39.097500,37.113884,82239600
2017-08-07,39.264999,39.730000,39.167500,39.702499,37.688198,87481200
2017-08-08,39.650002,40.457500,39.567501,40.020000,37.989590,144823600
2017-08-09,39.814999,40.317501,39.777500,40.264999,38.222157,104526000
2017-08-10,39.974998,40.000000,38.657501,38.830002,37.004711,163217200
2017-08-11,39.150002,39.642502,39.017502,39.369999,37.519321,105028400
2017-08-14,39.830002,40.052502,39.687500,39.962502,38.083969,88490800
2017-08-15,40.165001,40.549999,40.035000,40.400002,38.500904,117862000
2017-08-16,40.485001,40.627499,40.037498,40.237499,38.346043,110686400
2017-08-17,40.130001,40.177502,39.459999,39.465000,37.609848,111762400
2017-08-18,39.465000,39.875000,39.180000,39.375000,37.524078,109712400
2017-08-21,39.375000,39.472500,38.777500,39.302502,37.454990,105474000
2017-08-22,39.557499,40.000000,39.505001,39.945000,38.067291,86418400
2017-08-23,39.767502,40.117500,39.720001,39.994999,38.114944,77596400
2017-08-24,40.107498,40.185001,39.637501,39.817501,37.945789,79275600
2017-08-25,39.912498,40.139999,39.817501,39.965000,38.086353,101920400
2017-08-28,40.035000,40.500000,39.982498,40.367500,38.469936,103864000
2017-08-29,40.025002,40.779999,40.000000,40.727501,38.813011,118067600
2017-08-30,40.950001,40.972500,40.652500,40.837502,38.917839,109078400
2017-08-31,40.910000,41.130001,40.869999,41.000000,39.072697,107140400
2017-09-01,41.200001,41.235001,40.907501,41.012501,39.084614,66364400
2017-09-05,40.937500,41.062500,40.139999,40.520000,38.615257,117874000
2017-09-06,40.677502,40.747501,40.130001,40.477501,38.574760,86606800
2017-09-07,40.522499,40.560001,40.090000,40.314999,38.419903,87714000
2017-09-08,40.215000,40.287498,39.632500,39.657501,37.793308,114446000
2017-09-11,40.125000,40.512501,39.972500,40.375000,38.477074,126323200
2017-09-12,40.652500,40.990002,39.692501,40.215000,38.324600,286856000
2017-09-13,39.967499,39.990002,39.477501,39.912498,38.036316,179629600
2017-09-14,39.747501,39.849998,39.522499,39.570000,37.709923,95042800
2017-09-15,39.617500,40.242500,39.500000,39.970001,38.091118,196458400
2017-09-18,40.027500,40.125000,39.500000,39.667500,37.802834,113077600
2017-09-19,39.877499,39.942501,39.610001,39.682499,37.817127,83242400
2017-09-20,39.474998,39.564999,38.457500,39.017502,37.183388,211805600
2017-09-21,38.950001,38.950001,38.187500,38.347500,36.544884,150046800
2017-09-22,37.884998,38.067501,37.639999,37.972500,36.187511,186581600
2017-09-25,37.497501,37.957500,37.290001,37.637501,35.868256,177549200
2017-09-26,37.945000,38.480000,37.922501,38.285000,36.485321,146640000
2017-09-27,38.450001,38.680000,38.384998,38.557499,36.745014,102016800
2017-09-28,38.472500,38.570000,38.174999,38.320000,36.518681,88022000
2017-09-29,38.302502,38.532501,38.000000,38.529999,36.718803,105199200
2017-10-02,38.564999,38.612499,38.180000,38.452499,36.644947,74795200
2017-10-03,38.502499,38.772499,38.477501,38.619999,36.804577,64921200
2017-10-04,38.407501,38.465000,38.115002,38.369999,36.566330,80655200
2017-10-05,38.544998,38.860001,38.512501,38.847500,37.021378,85135200
2017-10-06,38.742500,38.872501,38.639999,38.825001,36.999943,69630400
2017-10-09,38.952499,39.182499,38.872501,38.959999,37.128586,65051600
2017-10-10,39.014999,39.500000,38.775002,38.974998,37.142876,62468000
2017-10-11,38.992500,39.244999,38.937500,39.137501,37.297752,67622400
2017-10-12,39.087502,39.342499,38.932499,39.000000,37.166721,64500400
2017-10-13,39.182499,39.320000,39.102501,39.247501,37.402580,65576800
2017-10-16,39.474998,40.000000,39.412498,39.970001,38.091118,96486000
2017-10-17,39.945000,40.217499,39.807499,40.117500,38.231682,75989200
2017-10-18,40.105000,40.177502,39.900002,39.939999,38.062531,65496800
2017-10-19,39.187500,39.270000,38.755001,38.994999,37.161945,170336800
2017-10-20,39.152500,39.437500,38.990002,39.062500,37.226276,95896400
